year,title,genre,gross
2005,"Yours, Mine & Ours","Comedy, Family, Fantasy",53.41
2005,Corpse Bride,"Animation, Drama, Family",53.36
2006,Pirates of the Caribbean: Dead Man's Chest,"Action, Adventure, Fantasy",423.32
2006,Night at the Museum,"Adventure,Comedy,Family",250.86
2006,Cars,"Animation, Comedy, Family",244.08
2006,X-Men: The Last Stand,"Action, Adventure, Fantasy",234.36
2006,The Da Vinci Code,"Mystery, Thriller",217.54
2006,300,"Action, Fantasy",210.61
2006,Superman Returns,"Action, Adventure, Sci-Fi",200.08
2006,Happy Feet,"Animation, Comedy, Family",198
2006,Ice Age: The Meltdown,"Animation, Action, Adventure",195.33
2006,Casino Royale,"Action, Adventure, Thriller",167.45
2006,The Pursuit of Happyness,"Biogrpahy, Drama",163.57
2006,Over the Hedge,"Animation, Adventure,Comedy",155.02
2006,Talladega Nights: The Ballad of Ricky Bobby,"Action, Comedy, Sport",148.21
2006,Click,"Comedy, Drama, Fantasy",137.36
2006,Mission: Impossible III,"Action, Adventure, Thriller",134.03
2006,The Departed,"Crime, Drama, Thriller",132.38
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,128.51
2006,The Devil Wears Prada,"Comedy, Drama",124.74
2006,The Break-Up,"Comedy, Drama, Romance",118.7
2006,Dreamgirls,"Drama, Music, Musical",103.37
2006,Scary Movie 4,"Comedy, Horror",90.71
2006,Failure to Launch,"Comedy, Romance",88.72
2006,Inside Man,"Crime, Drama, Mystery",88.51
2006,Open Season,"Animation, Adventure, Comedy",85.11
2006,The Santa Clause 3: The Escape Clause,"Adventure, Comedy, Family",84.5
2006,Charlotte's Web,"Comedy, Family, Fantasy",82.99
2006,The Pink Panther,"Adventure, Comedy, Crime",82.23
2006,Eight Below,"Adventure ,Drama, Family",81.61
2006,Saw III,Horror,80.24
2006,Nacho Libre,"Comedy, Family, Sport",80.2
2006,"You, Me and Dupree","Comedy, Romance",75.63
2006,Eragon,"Action, Adventure, Family",75.03
2006,Monster House,"Animation, Adventure, Comedy",73.66
2006,Barnyard,"Animation, Comedy, Family",72.78
2006,RV,"Adventure, Comedy, Family",71.73
2006,World Trade Center,"Drama, History, Thriller",70.28
2006,Rocky Balboa,"Drama, Sport",70.27
2006,Big Momma's House 2,"Comedy, Crime",70.17
2006,Step Up,"Crime, Drama, Music",65.33
2006,Flushed Away,"Animation, Adventure, Comedy",64.67
2006,Deja Vu,"Action, Crime, Sci-Fi",64.04
2006,Miami Vice,"Action, Crime, Thriller",63.45
2006,Madea's Family Reunion,"Comedy, Drama, Romance",63.26
2006,The Holiday,"Comedy, Romance",63.22
2006,The Fast and the Furious: Tokyo Drift,"Action, Crime, Thriller",62.51
2006,Underworld: Evolution,"Action, Adventure, Fantasy",62.32
2006,The Shaggy Dog,"Comedy, Family, Fantasy",61.12
2006,Poseidon,"Action, Adventure, Drama",60.67
2006,The Good Shepherd,"Drama, History, Thriller",59.95
2006,Little Miss Sunshine,"Comedy, Drama",59.89
2007,Spider-Man 3,"Action, Adventure",336.53
2007,Shrek the Third,"Animation, Adventure, Comedy",320.71
2007,Transformers,"Action, Adventure, Sci-Fi",319.07
2007,Pirates of the Caribbean: At World's End,"Action, Adventure, Fantasy",309.42
2007,Harry Potter and the Order of the Phoenix,"Adventure, Family, Fantasy",292
2007,I Am Legend,"Drama, Horror, Sci-Fi",256.39
2007,The Bourne Ultimatum,"Action, Mystery, Thriller",227.47
2007,National Treasure: Book of Secrets,"Action, Adventure, Family",219.96
2007,Alvin and the Chipmunks,"Animation, Comedy, Family",217.33
2007,Ratatouille,"Animation, Comedy, Family",206.45
2007,The Simpsons Movie,"Animation, Adventure, Comedy",183.14
2007,Wild Hogs,"Action, Adventure, Comedy",168.27
2007,Knocked Up,"Comedy, Romance",148.73
2007,Juno,"Comedy, Drama",143.5
2007,Rush Hour 3,"Action, Comedy, Crime",140.13
2007,Live Free or Die Hard,"Action, Adventure, Thriller",134.53
2007,Fantastic Four: Rise of the Silver Surfer,"Action, Adventure, Fantasy",131.92
2007,American Gangster,"Biography, Crime, Drama",130.16
2007,Enchanted,"Animation, Comedy, Family",127.81
2007,Bee Movie,"Animation, Adventure, Comedy",126.63
2007,Superbad,Comedy,121.46
2007,I Now Pronounce You Chuck & Larry,"Comedy, Romance",120.06
2007,Hairspray,"Comedy, Drama, Family",118.87
2007,Blades of Glory,"Comedy, Sport",118.59
2007,Ocean's Thirteen,"Crime, Thriller",117.15
2007,Ghost Rider,"Action, Fantasy, Horror",115.8
2007,Paranormal Activity,"Horror, Mystery, Thriller",107.92
2007,Evan Almighty,"Comedy, Family, Fantasy",100.46
2007,Meet the Robinsons,"Animation, Adventure, Comedy",97.82
2007,Norbit,"Comedy, Romance",95.67
2007,The Bucket List,"Adventure, Comedy, Drama",93.47
2007,The Game Plan,"Comedy, Family, Sport",90.65
2007,Bridge to Terabithia,"Adventure, Drama, Family",82.27
2007,Beowulf,"Animation, Action, Adventure",82.16
2007,Disturbia,"Drama, Mystery, Thriller",80.21
2007,No Country for Old Men,"Crime, Drama, thriller",74.28
2007,Fred Claus,"Comedy, Family, Fantasy",72.01
2007,1408,Horror,71.99
2007,The Golden Compass,"Adventure, Family, Fantasy",70.11
2007,Charlie Wilson's War,"Biography, Comedy, Drama",66.66
2007,Saw IV,"Horror, Mystery",63.3
2007,Stomp the Yard,"Drama, Music, Romance",61.36
2007,Surf's Up,"Animation, Comedy, Family",58.87
2007,Halloween,Horror,58.27
2007,Why Did I Get Married?,"Comedy, Drama",55.18
2007,TMNT,"Animation, Action, Adventure",54.15
2007,P.S. I Love You,"Drama, Romance",53.7
2007,3:10 to Yuma,"Adventure, Crime, Drama",53.61
2007,Sweeney Todd: The Demon Barber of Fleet Street,"Drama, Horror, Musical",52.9
2007,Atonement,"Drama, Mystery, Romance",50.93
2008,The Dark Knight,"Action, Crime, Drama",534.86
2008,Iron Man,"Action, Adventure, Sci-Fi",318.41
2008,Indiana Jones and the Kingdom of the Crystal Skull,"Action, Adventure, Fantasy",317.1
2008,Hancock,"Action, Crime, Drama",227.95
2008,WALLÂ·E,"Animation, Adventure, Family",223.81
2008,Kung Fu Panda,"Animation, Action, Adventure",215.43
2008,Twilight,"Drama, Fantasy, Romance",191.47
2008,Madagascar: Escape 2 Africa,"Animation, Action, Adventure",180.01
2008,Quantum of Solace,"Action, Adventure, Thriller",168.37
2008,Horton Hears a Who!,"Animation, Adventure, Comedy",154.53
2008,Sex and the City,"Comedy, Drama, Romance",152.65
2008,Gran Torino,Drama,148.1
2008,Taken,"Action, Crime, Thriller",145
2008,Mamma Mia!,"Comedy, Family, Musical",144.13
2008,Marley & Me,"Comedy, Drama, Family",143.15
2008,The Chronicles of Narnia: Prince Caspian,"Action, Adventure, Family",141.62
2008,Slumdog Millionaire,Drama,141.32
2008,The Incredible Hulk,"Action, Adventure, Sci-Fi",134.52
2008,Wanted,"Action, Crime, Fantasy",134.51
2008,Get Smart,"Action, Adventure, Comedy",130.32
2008,The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",127.51
2008,Four Christmases,"Comedy, Drama, Romance",120.15
2008,Bolt,"Animation, Adventure, Comedy",114.05
2008,Tropic Thunder,"Action, Comedy",110.52
2008,Bedtime Stories,"Comedy, Family, Fantasy",110.1
2008,The Mummy: Tomb of the Dragon Emperor,"Action, Adventure, Fantasy",102.49
2008,Journey to the Center of the Earth,"Action, Adventure, Family",101.7
2008,Eagle Eye,"Action, Mystery, Thriller",101.11
2008,Step Brothers,Comedy,100.47
2008,You Don't Mess with the Zohan,"Action, Comedy",100.02
2008,Yes Man,"Comedy, Romance",97.69
2008,"10,000 BC","Action, Adventure, Drama",94.78
2008,Beverly Hills Chihuahua,"Adventure, Comedy, Drama",94.51
2008,High School Musical 3: Senior Year,"Comedy, Drama, Family",90.56
2008,Pineapple Express,"Action, Comedy, Crime",87.34
2008,Valkyrie,"Drama, History, Thriller",83.08
2008,21,"Crime, Drama, Thriller",81.16
2008,What Happens in Vegas,"Comedy, Romance",80.28
2008,Jumper,"Action, Adventure, Sci-Fi",80.17
2008,Cloverfield,"Action, Horror, Sci-Fi",80.05
2008,The Day the Earth Stood Still,"Drama, Sci-Fi, Thriller",79.37
2008,27 Dresses,"Comedy, Romance",76.81
2008,Hellboy II: The Golden Army,"Action, Adventnure, Fantasy",75.75
2008,Vantage Point,"Action, Crime, Drama",72.27
2008,The Spiderwick Chronicles,"Adventure, Family, Fantasy",71.2
2008,Fool's Gold,"Action, Adventure, Comedy",70.23
2008,Seven Pounds,"Drama, Romance",69.95
2008,Role Models,Comedy,67.29
2008,The Happening,"Comedy, Sci-Fi, Thriller",64.51
2008,Forgetting Sarah Marshall,"Comedy, Drama, Romance",63.17
2009,Avatar,"Action, Adventure, Fantasy",760.51
2009,Transformers: Revenge of the Fallen,"Action, Adventure, Sci-Fi",402.11
2009,Harry Potter and the Half-Blood Prince,"Adventure, Family, Fantasy",301.96
2009,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy",296.62
2009,Up,"Animation, Adventure, Comedy",293
2009,The Hangover,Comedy,277.32
2009,Star Trek,"Action, Adventure, Sci-Fi",257.73
2009,The Blind Side,"Biography, Drama, Sport",255.96
2009,Alvin and the Chipmunks: The Squeakquel,"Animation, Comedy, Family",219.61
2009,Sherlock Holmes,"Action, Adventure, Crime",209.03
2009,Monsters vs. Aliens,"Animation, Action, Adventure",198.35
2009,Ice Age: Dawn of the Dinosaurs,"Animation, Action, Adventure",196.57
2009,X-Men Origins: Wolverine,"Action, Adventure, Sci-Fi",179.88
2009,Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family",177.24
2009,2012,"Action, Adventure, Sci-Fi",166.11
2009,The Proposal,"Comedy, Drama, Romance",163.96
2009,Fast & Furious,"Action, Crime, Thriller",155.06
2009,G.I. Joe: The Rise of Cobra,"Action, Adventure, Sci-Fi",152.27
2009,A Christmas Carol,"Animation, Drama, Family",137.86
2009,Angels & Demons,"Mystery, Thriller",133.38
2009,Terminator Salvation,"Action, Adventure, Drama",125.32
2009,Cloudy with a Chance of Meatballs,"Animation, Adventure, Comedy",124.87
2009,Inglourious Basterds,"Adventure, Drama, War",120.54
2009,G-Force,"Animation, Action, Adventure",119.44
2009,District 9,"Sci-Fi, Thriller",115.65
2009,It's Complicated,"Comedy, Drama, ROmance",112.74
2009,Couples Retreat,Comedy,109.21
2009,Watchmen,"Action, Drama,Mystery",107.51
2009,The Princess and the Frog,"Animation, Adventure, Comedy",104.4
2009,Public Enemies,"Biography, Crime, Drama",97.1
2009,Julie & Julia,"Biography, Drama, Romance",94.13
2009,He's Just Not That Into You,"Comedy, Drama, Romance",93.95
2009,Madea Goes to Jail,"Comedy, Crime, Drama",90.49
2009,The Ugly Truth,"Comedy, Romance",88.92
2009,Up in the Air,"Drama, Romance",83.82
2009,Knowing,"Drama, Mystery, Sci-Fi",79.96
2009,Hannah Montana: The Movie,"Comedy, Drama, Family",79.57
2009,Where the Wild Things Are,"Adventure, Drama, Family",77.23
2009,Zombieland,"Adventure, Comedy, horror",75.59
2009,Coraline,"Animation, Family,Fantasy",75.29
2009,Law Abiding Citizen,"Crime, Drama, Thriller",73.34
2009,Hotel for Dogs,"Comedy, Family",73.03
2009,"I Love You, Man","Comedy, Romance",71.44
2009,Obsessed,"Drama, Romance, Thriller",68.26
2009,Race to Witch Mountain,"Action, Adventure, Family",67.17
2009,The Final Destination,"Horror, thriller",66.48
2009,The Taking of Pelham 123,"Action, Crime, Thriller",65.45
2009,Friday the 13th,Horror,65
2009,17 Again,"Comedy, Drama, Family",64.17
2009,The Time Traveler's Wife,"Drama, Fantasy, Romance",63.41
2010,Toy Story 3,"Animation, Adventure, Comedy",415
2010,Alice in Wonderland,"Adventure, Family, Fantasy",334.19
2010,Iron Man 2,"Action, Adventure, SCi-Fi",312.43
2010,The Twilight Saga: Eclipse,"Adventure, Drama, Fantasy",300.53
2010,Harry Potter and the Deathly Hallows: Part 1,"Adventure, Family, Fantasy",295.98
2010,Inception,"Action, Adventure, SCi-Fi",292.58
2010,Despicable Me,"Animation, Adventure, Comedy",251.51
2010,Shrek Forever After,"Animation, Adventure, Comedy",238.37
2010,How to Train Your Dragon,"Animation, Adventure, Comedy",217.58
2010,Tangled,"Animation, Adventure, Comedy",200.82
2010,The Karate Kid,"Action, Drama, Family",176.59
2010,Tron,"Action, Adventure, SCi-Fi",172.06
2010,True Grit,"Adventure, Drama, Western",171.24
2010,Clash of the Titans,"Action, Adventure, Fantasy",163.21
2010,Grown Ups,Comedy,162
2010,Megamind,"Animation, Action, Comedy",148.42
2010,Little Fockers,"Comedy, Romance",148.38
2010,The King's Speech,"Biography, Drama",138.8
2010,The Last Airbender,"Action, Adventure, Family",131.56
2010,Shutter Island,"Mystery, Thriller",128.01
2010,The Other Guys,"Action, Comedy, Crime",119.22
2010,Salt,"Action, Crime, Mystery",118.31
2010,Valentine's Day,"Comedy, Romance",110.49
2010,Black Swan,"Drama, Thriller",106.95
2010,Robin Hood,"Action, Adventnure, Drama",105.27
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy",104.39
2010,The Expendables,"Action, Adventure, Thriller",103.07
2010,Due Date,"Comedy, Drama",100.54
2010,Yogi Bear,"Animation, Adventure, Comedy",100.25
2010,Date Night,"Comedy, Crime, Romance",98.71
2010,The Social Network,"Biography, Drama",96.96
2010,Sex and the City 2,"Comedy, Drama, Romance",95.35
2010,The Book of Eli,"Action, Adventure, Drama",94.84
2010,The Fighter,"Biogrpahy, Drama, Sport",93.62
2010,The Town,"Crime, Drama, Thriller",92.19
2010,Prince of Persia: The Sands of Time,"Action, Adventure, Fantasy",90.76
2010,RED,"Action, Comedy, Crime",90.38
2010,Percy Jackson & the Olympians: The Lightning Thief,"Adventure, Family, Fantasy",88.76
2010,Paranormal Activity 2,Horror,84.75
2010,Unstoppable,"Action, Thriller",81.56
2010,Eat Pray Love,"Drama, Romance",80.57
2010,Dear John,"Drama, Romance, War",80.01
2010,The A-Team,"Action, Adventure, Comedy",77.22
2010,Knight and Day,"Aciton, Comedy, Romance",76.42
2010,Dinner for Schmucks,Comedy,73.03
2010,The Tourist,"Action, Crime, Romance",67.63
2010,The Bounty Hunter,"Action, Comedy, Romance",67.06
2010,Diary of a Wimpy Kid,"Comedy, Family",64
2010,DefiniÃ§Ã£o,"Drama, Thirller",63.41
2010,The Sorcerer's Apprentice,"Action, Adventure, Family",63.15
2011,Harry Potter and the Deathly Hallows: Part 2,"Adventure, Drama, Fantasy",381.01
2011,Transformers: Dark of the Moon,"Action, Adventure, SCi-Fi",352.39
2011,The Twilight Saga: Breaking Dawn - Part 1,"Adventure, Drama, Fantasy",281.29
2011,The Hangover Part II,"Comedy, Mystery",254.46
2011,Pirates of the Caribbean: On Stranger Tides,"Action, Adventure, Fantasy",241.07
2011,Fast Five,"Action, Crime, Thriller",209.84
2011,Mission: Impossible - Ghost Protocol,"Action, Advneture, Thriller",209.4
2011,Cars 2,"Animation, Adventure, Comedy",191.45
2011,Sherlock Holmes: A Game of Shadows,"Action, Adventure, Crime",186.85
2011,Thor,"Action, Adventure, Fantasy",181.03
2011,Rise of the Planet of the Apes,"Action, Drama, Sci-Fi",176.76
2011,Captain America: The First Avenger,"Action, Adventure, Sci-Fi",176.65
2011,The Help,Drama,169.71
2011,Bridesmaids,"Comedy, Romance",169.11
2011,Kung Fu Panda 2,"Animation, Action, Adventure",165.25
2011,Puss in Boots,"Animation, Aciton, Adventure",149.26
2011,X: First Class,"Action, Adventure, Sci-Fi",146.41
2011,Rio,"Animation, Adventure, Comedy",143.62
2011,The Smurfs,"Animation, Adventure, Comedy",142.61
2011,Alvin and the Chipmunks: Chipwrecked,"Animation, Adventure, Comedy",133.11
2011,Super 8,"Mystery, Sci-Fi, Thriller",127
2011,Rango,"Animation, Adventure, Comedy",123.48
2011,Horrible Bosses,"Comedy, Crime",117.54
2011,Green Lantern,"Action, Adventure, Sci-Fi",116.6
2011,Hop,"Animation, Adventure, Comedy",108.09
2011,Paranormal Activity 3,Horror,104.01
2011,Just Go with It,"Comedy, Romance",103.03
2011,The Girl with the Dragon Tattoo,"Crime, Drama, Mystery",102.52
2011,Bad Teacher,Comedy,100.29
2011,Cowboys & Aliens,"Action, Sci Fi, Thriller",100.24
2011,Gnomeo & Juliet,"Animation, Comedy, Family",99.97
2011,The Green Hornet,"Action, Comedy, Crime",98.78
2011,The Muppets,"Adventure, Comedy, Family",88.63
2011,Real Steel,"Action, Drama, Family",85.47
2011,"Crazy, Stupid, Love.","Comedy, Drama, Romance",84.35
2011,Battle Los Angeles,"Action, Sci-Fi",83.55
2011,Immortals,"Action, Drama, Fantasy",83.5
2011,The Descendants,"Comedy, Drama",82.58
2011,Zookeeper,"Comedy, Family, Romance",80.36
2011,War Horse,"Drama, War",79.88
2011,Limitless,"Mystery, Sci-Fi, Thriller",79.25
2011,Tower Heist,"Action, Comedy, Crime",78.05
2011,The Adventures of Tintin,"Animation, Action, Adventure",77.59
2011,Contagion,"Drama, Thirller",75.66
2011,We Bought a Zoo,"Comedy, Drama, Thriller",75.62
2011,Moneyball,"biogrpahy, Drama, Sport",75.61
2011,Jack and Jill,Comedy,74.16
2011,Hugo,"Advenrure, Drama, Family",73.86
2011,Dolphin Tale,"Drama, Family",72.29
2011,No Strings Attached,"Comedy, Romance",70.66
2012,The Avengers,"Action, Adventure, Sci-Fi",623.36
2012,The Dark Knight Rises,"Action, Thriller",448.14
2012,The Hunger Games,"Adventure, Sci-Fi, Thriller",408.01
2012,Skyfall,"Action, Adventure, SCi-Fi",304.36
2012,The Hobbit: An Unexpected Journey,"Adventure, Family, Fantasy",303
2012,The Twilight Saga: Breaking Dawn - Part 2,"Adventure, Drama, Fantasy",292.3
2012,The Amazing Spider-Man,"Action, Adventure",262.03
2012,Brave,"Animation, Adventure, Comedy",237.28
2012,Ted,"Comedy, Fantasy",218.82
2012,Madagascar 3: Europe's Most Wanted,"Animation, Adventure, Comedy",216.39
2012,The Lorax,"Animation, Adventure, Comedy",214.03
2012,Wreck-It Ralph,"Animation, Adventure, Comedy",189.42
2012,Lincoln,"Biography, Drama, History",182.21
2012,Men in Black 3,"Action, Adventure, Comedy",179.02
2012,Django Unchained,"Drama, Western",162.81
2012,Ice Age: Continental Drift,"Animation, Adventure, Comedy",161.32
2012,Snow White and the Huntsman,"Action, Adventure, Drama",155.33
2012,Les MisÃ©rables,"Drama, History, Musical",148.81
2012,Hotel Transylvania,"Animation, Comedy, Family",148.31
2012,Taken 2,"Action, Crime, Thriller",139.85
2012,21 Jump Street,"Aciton,Comedy, Crime",138.45
2012,Argo,"Biography, Drama, History",136.03
2012,Silver Linings Playbook,"Comedy, Drama, Romance",132.09
2012,Prometheus,"Adventure, Mystery, Sci-Fi",126.48
2012,Safe House,"Action, Crime, Mystery",126.37
2012,The Vow,"Drama, ROmance",125.01
2012,Life of Pi,"Advenure, Drama, Fantasy",124.99
2012,Magic Mike,"Comedy, Drama",113.72
2012,The Bourne Legacy,"Action, Adventure, Mystey",113.2
2012,Journey 2: The Mysterious Island,"Action, Adventure, Comedy",103.86
2012,Rise of the Guardians,"Animation, Adventure, Family",103.41
2012,Zero Dark Thirty,"Drama, History Thriller",95.72
2012,Flight,"Drama, Thriller",93.77
2012,Think Like a Man,"Comedy, Romance",91.55
2012,The Campaign,Comedy,86.91
2012,The Expendables 2,"Action, Adventure, Thriller",85.02
2012,Wrath of the Titans,"Action, Adventure, Fantasy",83.67
2012,Jack Reacher,"Action, Crime, Mystery",80.07
2012,Dark Shadows,"Comedy, Fantasy, Horror",79.73
2012,Parental Guidance,"Comedy, Family",77.27
2012,John Carter,"Action, Adventure, Sci-Fi",73.08
2012,Act of Valor,"Action, Adventure, Drama",70.01
2012,This Is 40,"Comedy, Romance",67.54
2012,Contraband,"Action, Crime, Drama",66.53
2012,Looper,"Action, Crime, Drama",66.49
2012,Madea's Witness Protection,"Comedy, Crime, Drama",65.65
2012,Battleship,"Aciton, Adventure, Sci-Fi",65.42
2012,Pitch Perfect,"Comedy, Music, Romance",65
2012,Mirror Mirror,"Adventure, Comedy, Drama",64.94
2012,Chronicle,"Sci-Fi, Thriller",64.58
2013,The Hunger Games: Catching Fire,"Action, Adventure, Mystery",424.67
2013,Iron Man Three,"Action, Adventure, Sci-Fi",409.01
2013,Frozen,"Animation, Adventure, Comedy",400.74
2013,Despicable Me 2,"Animation, Adventure, Comedy",368.06
2013,Man of Steel,"Action, Adventure, Fantasy",291.05
2013,Gravity,"Drama, Sci-Fi, Thriller",274.09
2013,Monsters University,"Animation, Adventure, Comedy",268.49
2013,The Hobbit: The Desolation of Smaug,"Adventure, Fantasy",258.37
2013,Furious 6,"Action, Crime, Thriller",238.68
2013,Oz the Great and Powerful,"Adventure, Family, Fantasy",234.91
2013,Star Trek: Into Darkness,"Action, Adventure, Sci-Fi",228.78
2013,Thor: The Dark World,"Action, Adventure, Sci-Fi",206.36
2013,World War Z,"Action, Adventure, Horror",202.36
2013,The Croods,"Animation, Adventure, Comedy",187.17
2013,The Heat,"Action, Comedy, Crime",159.58
2013,We're the Millers,"Comedy, crime",150.39
2013,American Hustle,"Crime, Drama",150.12
2013,The Great Gatsby,"Drama, Romance",144.84
2013,The Conjuring,"Horror, Mystery, Thriller",137.4
2013,Identity Thief,"Comedy, Crime",134.51
2013,Grown Ups 2,Comedy,133.67
2013,The Wolverine,"Action, Adventure, Sci-Fi",132.56
2013,Anchorman 2: The Legend Continues,Comedy,127.35
2013,Lone Survivor,"Action, Biogrpahy, Drama",125.1
2013,G.I. Joe: Retaliation,"Action, Adventure, Sci-Fi",122.52
2013,Cloudy with a Chance of Meatballs 2,"Animation, Adventure, Comedy",119.79
2013,Now You See Me,"Crime, Mystery, Thriller",117.72
2013,The Wolf of Wall Street,"Biography, Comedy, Crime",116.9
2013,The Butler,"Biography, Drama",116.63
2013,The Hangover Part III,"Comedy, Crime",112.2
2013,Epic,"Animation, Adventure, Family",107.52
2013,Captain Phillips,"Biography, Drama, Thriller",107.1
2013,Bad Grandpa,Comedy,102
2013,Pacific Rim,"Action, Adventure, Sci-Fi",101.8
2013,This Is the End,"Comedy, Fantasy",101.47
2013,Olympus Has Fallen,"Action, Thriller",98.93
2013,42,"biogrpahy, Drama, Sport",95
2013,Elysium,"Action, Drama, Sci-Fi",93.05
2013,Planes,"Animation, Adventure, Comedy",90.29
2013,The Lone Ranger,"Action, Adventure, Western",89.3
2013,Oblivion,"Action, Adventure, Mystery",89.02
2013,Insidious: Chapter 2,"Horror, Mystery, Thriller",83.59
2013,Saving Mr. Banks,"Biogrpahy, Comedy, Drama",83.3
2013,Turbo,"Animation, Adventure, Comedy",83.03
2013,2 Guns,"Action, Comedy, crime",75.61
2013,White House Down,"Action, Drama, Thriller",73.1
2013,Mama,"Horror, Thriller",71.63
2013,Safe Haven,"Drama, Romance, Thriller",71.35
2013,The Smurfs 2,"Animation, Adventure, Comedy",71.02
2013,The Best Man Holiday,"Comedy, Drama",70.53
2014,American Sniper,"Action, Biogrpahy, Drama",350.13
2014,The Hunger Games: Mockingjay - Part 1,"Action, Adventure, Sci-Fi",337.14
2014,Guardians of the Galaxy,"Action, Adventure, Sci-Fi",333.18
2014,Captain America: The Winter Soldier,"Action, Adventure, Sci-Fi",259.77
2014,The Lego Movie,"Animation, Action, Adventure",257.76
2014,The Hobbit: The Battle of the Five Armies,"Adventure, Fantasy",255.12
2014,Transformers: Age of Extinction,"Action, Adventure, Sci-Fi",245.44
2014,Maleficent,"Action, Adventure, Family",241.41
2014,X-Men: Days of Future Past,"Action, Adventure, SCi-Fi",233.92
2014,Big Hero 6,"Animation, Action, Adventure",222.53
2014,Dawn of the Planet of the Apes,"Action, Adventure, Drama",208.55
2014,The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi",202.85
2014,Godzilla,"Action, Adventure, Sci-Fi",200.68
2014,22 Jump Street,"Action, Comedy, Crime",191.72
2014,Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",191.2
2014,Interstellar,"Advenrure, Drama, Fantasy",188.02
2014,How to Train Your Dragon 2,"Animation, Action, Adventure",177
2014,Gone Girl,"Crime, Drama, Mystery",167.77
2014,Divergent,"Adventure, Mystery, Sci-Fi",150.95
2014,Neighbors,Comedy,150.16
2014,Ride Along,"Action, Comedy, Crime",134.94
2014,Rio 2,"Animation, Adventure, Comedy",131.54
2014,Kingsman: The Secret Service,"Action, Adventure,Comedy",128.26
2014,Into the Woods,"Adventure, Comedy, Drama",128
2014,Lucy,"Action, Sci-Fi, Thriller",126.66
2014,The Fault in Our Stars,"Drama, Romance",124.87
2014,Unbroken,"biogrpahy, Drama, Sport",115.64
2014,Night at the Museum: Secret of the Tomb,"Adventure, comedy, family",113.75
2014,Mr. Peabody & Sherman,"Animation, Adventure, Comedy",111.51
2014,300: Rise of an Empire,"Action, fantasy",106.58
2014,The Maze Runner,"Aciton, Mystery, Sci-Fi",102.43
2014,The Equalizer,"Action, Crime, thriller",101.53
2014,Noah,"Action, Adventure, Drama",101.2
2014,Edge of Tomorrow,"Action, Adventure, Sci-Fi",100.21
2014,Non-Stop,"Action, Mystery, Thriller",92.17
2014,Heaven Is for Real,"Biography, Drama, Family",91.44
2014,The Imitation Game,"Biography, Drama, History",91.13
2014,Taken 3,"Action, Thriller",89.26
2014,Dumb and Dumber To,"Adventure, Comedy",86.21
2014,Annie,"Comedy, Drama, Family",85.91
2014,Fury,"Action, Drama, War",85.82
2014,Tammy,"Comedy, Romance",84.53
2014,Annabelle,"Horror, Mystery, Thriller",84.27
2014,The Other Woman,"Comedy, Romance",83.91
2014,Penguins of Madagascar,"Animation, Adventure, Comedy",83.35
2014,Let's Be Cops,"Comedy, crime",82.39
2014,The Monuments Men,"Drama, History, War",78.03
2014,Paddington,"Animation, Advenure, COmedy",76.22
2014,Hercules,"Action, Adventure",72.69
2014,The Purge: Anarchy,"Action, Horror, Sci-FI",71.96
2015,Star Wars: The Force Awakens,"Action, Adventure, Fantasy",936.66
2015,Jurassic World,"Action, Adventure, Sci-Fi",652.27
2015,Avengers: Age of Ultron,"Action, Advneture, Sci-Fi",459.01
2015,Inside Out,"Animation, Adventure, Comedy",356.46
2015,Furious 7,"Action, Crime, Thriler",353.01
2015,Minions,"Animation, Action, Adventure",336.05
2015,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, SCi-Fi",281.72
2015,The Martian,"Adventure, Drama, Sci-Fi",228.43
2015,Cinderella,"Drama, Family, Fantasy",201.15
2015,Spectre,"Action, Adventure, Thriller",200.07
2015,Mission: Impossible - Rogue Nation,"Action, Adventure, Thriller",195.04
2015,Pitch Perfect 2,"Comedy, Music",184.3
2015,The Revenant,"Adventure, Drama, History",183.64
2015,Ant-Man,"Action, Adventure, Comedy",180.2
2015,Home,"Animation, Adventure, Comedy",177.4
2015,Hotel Transylvania 2,"Animation, Comedy, Family",169.7
2015,Fifty Shades of Grey,"Drama, Romance, Thriller",166.17
2015,The SpongeBob Movie: Sponge Out of Water,"Animation, Adventure, Comedy",162.99
2015,Straight Outta Compton,"Biography, drama, history",161.2
2015,San Andreas,"Action, Adventure, Drama",155.19
2015,Mad Max: Fury Road,"Aciton, Adventure, Sci-Fi",153.64
2015,Daddy's Home,"Comedy, Family",150.36
2015,Insurgent,"Action, Adventure, Sci-Fi",130.18
2015,The Peanuts Movie,"Animation, Adventure, Comedy",130.18
2015,The Good Dinosaur,"Animation, Advenure, Comedy",123.09
2015,Spy,"Action, Comedy, Crime",110.83
2015,Trainwreck,"Comedy, Drama, Romance",110.21
2015,Creed,"Drama, Sport",109.77
2015,Tomorrowland,"Action, Adventure, Family",93.44
